0x2fb9f0ef424b24a8d293999298f392a33fe6a8b5,7227669,No
0x4defa30195094963cfac7285d8d6e6e523c7f90d,535,No
0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,2205.24816777408,No
0x5743c8aa25794a7afe9ad987df8488120d15524e,1277.82255820325,No
0x5e7d8ae9a2607e241844997b8a144ad3eb27ec74,238,No
0xbb3f043290841b97b9c92f6bc001a020d4b33255,297,No
0xce7298e5ef1ae8af0573edc2ebd03ab0f837e214,476,No
0x00290ffc9e9d19bda7b25c6e44d8adf55dfbf2dd,535,No
0x5ad32c7aee7f06575ee0740cda8e6bd095cc3919,535,No
0xd965952823153e5cbc611be87e8322cfc329f056,238,No
0x24435205eaf97df22b6f2a2463ba039497596ba4,512,No
0xc542492296d3537eb3fd16fd775bdf7ab8721c7c,274,No
0x0d24951c51d657d6ec04984b82a1036a3a6bc491,297,No
0xfaf95953a36ed1e8f8426ab5b7eb53da246e3476,238,No
0x383f42b5de515c564641f65f5da3bd8b4a35b4b4,238,No
0x461e76a4fe9f27605d4097a646837c32f1ccc31c,238,No
0x32802f989b4348a51dd0e61d23b78be1a0543469,535,No
0x6b9a9c31214fbcb2265e2a6331e5b8487217503f,535,No
0xba9fec0023e6aa54d96617cdb3e5507ff20f8b81,297,No
0x69dccfaa5758f789039f6c161f466fd165d98af4,297,No
0xfe19915268e64bec65b9ac2c0e23ac6ba2f11ad7,297,No
0x15ecac227795409df99d2703de3478e115307bd5,297,No
0x282fb599d7e3d9b5e906e88448a30c60b497129f,297,No
0xf8049c8425f9eab4e2ae9e1d950f9d3f71481882,476,No
0x76b687cf4e5a4e73fa3950d6cc642bcc64e40b88,297,No
0x0eabffd8ce94ab2387fc44ba32642af0c58af433,512,No
0x798df98e795e4cbf9076fb191f3fd6e81400e31c,297,No
0x5d1132bfc763574145ec0eaa2d6152681e2fc845,297,No
0xb98e58cb458b5bea1d8c83c37e17893e399abdf7,571,No
0xd3f0862e4acef9a0c2d7fc4eac9ab02c80d7b16c,238,No
0x33e536e1b620f21a6dc02e00a0f6ef7df778a547,297,No
0x66da63b03feca7dd44a5bb023bb3645d3252fa32,297,No
0x9097cdff0329382df4a17e86195cc664385656cb,535,No
0xe4cbda373d6a445f83fc9125c6230ba58bc08320,1007,No
0x9ba0022ec84e92dceac90d0a22e3a857ba37bfe6,297,No
0xbe734db7e0be22a7d2370ff6b495de2e6c40f800,571,No
0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,1725,No
0x2388c11d0532ce92a99d16d1980cc5980cf575c3,297,No
0xcf3c8d8fe76d0e5843544b1ae305452170db316f,210.581945456496,No
0x30aca5dcca22440715f67e368c53a8b9f9fc6e22,297,No
0xc2b641bb3b0caae2cd078c4a462f185e40169898,297,No
0xb57f9a920b9eca87a717a78f523b1b61068a35da,297,No
0x751ff169fa139ab1a90a4acb2180bbf7531e34f1,297,No
0x61266d0ae83105ebcd9f5f0d3f186c8b720fe998,297,No
0x0ef4106931148c5941c1ddde734a26e43c30b023,297,No
0xbcfce76f0c44bcc31696655de5eb2e5179d172bd,297,No
0xd3ea4f10091290d5921b66f6d9ae26d539895685,297,No
0xef8305e140ac520225daf050e2f71d5fbcc543e7,535,No
0x3e9aa9a0e711b8a924b1a7ba88a413efdaffdbe8,952,No
0x4fafa767c9cb71394875c139d43aee7799748908,238,No
0x4b2de0cbd1301c7155515dec509cb97c3b9ae77c,297,No
0x8523d28df853d8a64b5187a458abd5d9b85fb89a,297,No
0x98ebe133e57c5948fc26ede79672d269f7e424a9,980.105818559018,No
0x08e76e0c53f6a0e6c5cc920bfa89af6c3fe9bfe9,297,No
0x9b68ced9a7d1881e3e0d1a0f2833916cd9136fe9,238,No
0x541d54f06d95deefa2d98a39455e4e907b27db6b,238,No
0xfdc6a17917115498a3ed417d4a89224685f26ea3,297,No
0xab817899d15da40644470079f2dcf237eed0d004,297,No
0x38d894e135400587e11b4b5217867e75b0571bc0,297,No
0x11bfafae971d6e3964c59b44e504fea6dbb34457,297,No
0xadbfbc36e7480e9bc73c71f8c647ae5359ef99ef,197,No
0xbe67d6800fab847f99f81a8e25b0f8d3391785a2,94,No
0xe42c80520511533faa23a576397d7a917609d5cc,297,No
0x93263679c223e917ffa87c223b0f065ef41aee86,297,No
0xcca768585e1fa2871ddfb789ffa95c6288162fc7,1072.63611440495,No
0xfa8837d561c35d00574da97ed4dd3f42e0493e64,297,No
0xcdf641863b76e5ef6a2d766b86bedacbd16ceade,274,No
0x1acc962454c4eceaf216dc1f13d7949b4cfaa065,238,No
0x20b48bdf395232acae5d6e3b345c0f107ffa8abd,297,No
0xc6b69b579b94cc2e89ab37c5dd4ede3df05df04e,297,No
0x68a7ac13477aad590982293feeeb786a00276cf2,535,No
0x26250d5b0265a9df5f59b9086cab1095254d38b1,297,No
0xad8717e33c719a9b407ad6b40d0be237845c2fbf,238,No
0xa37c6f25b743b8ae6d361b68605f5dc2d3107854,297,No
0x7ee8f8f465896f56edbdb5209015b64249c96ddc,512,No
0xf9d5c9a7200e1ac4a0fd41b2a3d28ff5cf3f2284,297,No
0x21844640138a348474064180c93ad82f50c89357,297,No
0xa598a0086e053e4d90532fb1269d92901dd8e034,535,No
0x1c5eb68630ccd90c3152fb9dee3a1c2a7201631d,1250,No
0x6280aeb92c12ef44e04a053d3d23e563b4217382,274,No
0xeb95ff72eab9e8d8fdb545fe15587accf410b42e,607,No
0x77a996e9f0d76c4f03e208160d07ad6f5dcd59a0,297,No
0x2c00b878b799e3aa5e9f9a81b3e5945508ea51c0,274,No
0x60b0224bebd002e2cf9ef7d505dcd07ea5bd1156,274,No
0x54021e58af1756dc70ce7034d7636de2d2f1fa74,1428,No
0xcf88fa6ee6d111b04be9b06ef6fad6bd6691b88c,1761,No
0x97a46f7f48c0bf82aacb3c076b10c8379ab6b4bb,238,No
0xd93e1404d732cfea9f7d863c92efe4e408857b7a,238,No
0x1df428833f2c9fb1ef098754e5d710432450d706,1012,No
0x5b93ff82faaf241c15997ea3975419dddd8362c5,11238.529412,No
0xcc6d52996ffdf96d82316aae5f87edd101358eac,238,No
0xbd395d7ce71aa2747673288119ce54ed03fc90ef,297,No
0x8df676ba0298b733c2311cffa234de58849eb678,987,No
0xa967d8b2d5b623a4b09eaf985a4463fea19b7668,274,No
0xfdc79d60b59e56ddc6e42afdadb51e38ed9c7501,1,No
