,source,AU_value,CF_contribution,ED_purchaseValue,SP_value,Votes,mentions,betweenness,percentage_votes_used,created,unique_contributed,votes_before,did_bid,total_contributions,did_contribute,did_create,actual_airdrop
0,0x00000000b9d747ef42d224e572a5b7e6488929c8,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.3333333333333333,0.0,0.0,20,0,0.0,0.0,0.0,0.006666666666666666
1,0x00000003cd3aa7e760877f03275621d2692f5841,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.2,0.0,0.04,20,0,1.0,0.15,0.0,0.01
2,0x000000064730640b7d670408d74280924883064f,0.0,0.0,0.0,0.0,10.0,30.0,0.0,0.0769230769230769,0.0,0.0,20,0,0.0,0.0,0.0,0.001538461538461538
3,0x000ab43e658935ba39504a1424b01756c1e9644c,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.8571428571428571,0.0,0.0,30,0,0.0,0.0,0.0,0.02571428571428571
4,0x000cbf0bec88214aab15bc1fa40d3c30b3ca97a9,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.01,0.15,0.0,6e-05
5,0x000eeb1cc42130aa8934756848a7cd713d8df818,0.0,0.0,0.0,0.0,20.0,6.0,0.0003985985176513,0.12,0.0,0.0,30,0,0.0,0.0,0.0,0.0036717477331772337
6,0x001d6bf1898dd15ba388d97e83f4960fdaef1dc7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
7,0x0040daac32d83c78546ae36da42a496b28ab09e1,0.0,0.1,0.0,0.0,0.0,63.0,0.0002665817002646,0.0,0.0,0.04,10,0,0.1,0.15,0.0,0.0006079974510079379
8,0x00493aa44bcfd6f0c2ecc7f8b154e4fb352d1c81,0.0,1.0,0.01,0.0,10.0,24.0,1.1582115869571941e-07,0.2,0.0,0.08,20,0,1.01,0.15,0.0,0.01612009335185391
9,0x0052886567af035eb95573f36ecee43ba6453fc3,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
10,0x0056bcfe33f5c6dfa62b6d3d3cf5a957429828bb,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,1.0,0.15,0.0,0.006
11,0x00645dd21310882cc32399abcb54e0a05b3b5d1d,0.0,0.0,0.1559,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.1559,0.15,0.0,0.0009354
12,0x00649c890fb925ca68d2f7a78d62e932b726ec27,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
13,0x0064dd1840a0e5284280244f2da76aef484c6cd3,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
14,0x0067eec7ad35e72613d760e917890d1b7e876e4e,0.0,0.0,0.4677,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.4677,0.15,0.0,0.0028062
15,0x006b082e8a781fdbaf499fd11aacfcebaf83d382,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
16,0x007f2a96cbdf08bf1a58f1de3599cb67571a40ac,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0384615384615384,0.0,0.0,20,0,0.0,0.0,0.0,0.000769230769230768
17,0x008c84421da5527f462886cec43d2717b686a7e4,0.0,0.69,0.1659,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0,0,0.8558999999999999,0.15,0.0,0.010270799999999998
18,0x0090720fed7fed66ed658118b7b3bb0189d3a495,0.0,0.0,0.0,0.0,30.0,22.0,0.0,0.1666666666666666,0.0,0.0,30,0,0.0,0.0,0.0,0.0049999999999999975
19,0x00917c372fa5e0c7fe8ecc04ceea2670e18d3786,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
20,0x0093bd7c0444beaeb3743cec4aa5935758883dc6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
21,0x0094cfba72efcafe4d45c257a713414b9502a348,0.0,6.01,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.04,10,0,6.01,0.15,0.0,0.03606
22,0x0095e17d7943f0a89c4dddb2dc0fc57e33401f0f,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
23,0x00af41c6ee0b153e973004529db12e35a65748f6,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
24,0x00b043f0eeb912633715f3b01af922cc63b095a7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,1,0.2,0.15,0.0,0.0012
25,0x00c62fb0ed991c19edffedf58136f42d188c3cf2,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.02,0.15,0.0,0.00012
26,0x00ce0bcc79f4097e8d3841bf3e6aadf7e4a1a136,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
27,0x00d29fbc981d05edba69bc0909e391a132271357,0.0,0.0,0.1559,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.1559,0.15,0.0,0.0009354
28,0x00de4b13153673bcae2616b67bf822500d325fc3,0.0,0.0,0.0,0.0,1000.0,261.0,0.0393108208658612,0.2475247524752475,0.0,0.0,1010,0,0.0,0.0,0.0,0.7413852608232648
29,0x00eac8989b2dd513d61ad1faa277da3ad1f5bd2c,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0,0,0.12,0.15,0.0,0.0014399999999999999
30,0x00ef62c8a5faa61264bb35eaf522eabfdbd9a762,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0384615384615384,0.0,0.0,20,0,0.0,0.0,0.0,0.000769230769230768
31,0x00f5fcb6ba6fc28e95ab9572f432d452292b66f4,0.0,0.0,0.1559,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.1559,0.15,0.0,0.0009354
32,0x00ff6b7d26407a46af2b631b4fa452a036d027e5,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.01,0.15,0.0,6e-05
33,0x010136eb21d63520c53e4218d0220bbac8236b2b,0.0,0.0,0.0,0.0,0.0,27.0,0.000265867469786,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
34,0x0101e91399519511ed99ba7f08bfb37b8595bf35,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
35,0x0103a4966daba5a947df52b0b892d8b3fdef5a4f,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
36,0x010af29077a8520cc3f55be2031d7e37808ba137,0.0,0.0,0.1559,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.1559,0.15,0.0,0.0009354
37,0x010d54e939da0e3784c590f119fcf6422b37df33,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.25,0.15,0.0,0.0015
38,0x01154a19dc8cb144189bbb21513468849c838356,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.205,0.15,0.0,0.00123
39,0x0115f5ce3f986a35b1edb6f2c3815cebb2461e70,0.0,0.0,0.0,0.0,1530.0,13.0,2.5094584384072537e-07,0.9272727272727272,0.0,0.0,170,0,0.0,0.0,0.0,0.15763834154587827
40,0x011a991df27fb53637b7319d3a43e91b5da5b4e8,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,10,0,0.02,0.15,0.0,0.00012
41,0x011bd07bcf4dd6f08d7f46c4e1c993d637b361ff,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
42,0x01228d70a0980d85a103d9a753707104757f69bc,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.1,0.15,0.0,0.0006
43,0x012e168acb9fdc90a4ed9fd6ca2834d9bf5b579e,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.5,0.15,0.0,0.003
44,0x013487daca45d3c6872c612415c3ab546f04eb32,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0526315789473684,0.0,0.0,20,0,0.0,0.0,0.0,0.001052631578947368
45,0x01503dc708ce3c55017194847a07acb679d49f47,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.4666666666666667,0.0,0.0,70,0,0.0,0.0,0.0,0.03266666666666667
46,0x0150b0ec3c7b72879fbfdbdd79c18a8368b194e0,3.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1000,1,3.33333,0.15,0.0,0.01999998
47,0x0154d25120ed20a516fe43991702e7463c5a6f6e,0.0,2.01,0.2159,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0,0,2.2258999999999998,0.15,0.0,0.04006619999999999
48,0x0159dfc1c745dc4b10d42d2592335120f1f2d778,0.0,0.0,0.1559,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.1559,0.15,0.0,0.0009354
49,0x0161d1cc10116bb2a073a0c293d5e4f1a97a00b6,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
50,0x0165dcff922f372e3ef7f0d0c0816ae79a4dbcca,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.04,10,0,0.01,0.15,0.0,6e-05
51,0x016c8780e5ccb32e5caa342a926794ce64d9c364,0.0,1.0,0.005,0.015,7210.0,39.0,0.0005145548010321,0.4934976043805613,0.0,0.12,1070,0,1.0199999999999998,0.15,0.0,0.5604601365418524
52,0x016dc4519cb2a100abb7fb5721d8aaa8b4682651,0.0,0.0,0.0,0.0,10.0,24.0,0.0,0.0526315789473684,0.0,0.0,20,0,0.0,0.0,0.0,0.001052631578947368
53,0x0182d2cd01604728771c47730ecdcaecebd61dbe,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0526315789473684,0.0,0.0,20,0,0.0,0.0,0.0,0.001052631578947368
54,0x018d005aa336d7138f4829bf3d0edb9fb462a9d8,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
55,0x019201bcd96f1b07f8f7fc6c22c36db3d95393b5,0.0,0.0,0.1559,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.1559,0.15,0.0,0.0009354
56,0x01956b22171782e8d7c47d7dc7ae371c24aeee30,0.0,0.0,0.0,0.0,10.0,13.0,0.0,0.0833333333333333,0.0,0.0,20,0,0.0,0.0,0.0,0.0016666666666666661
57,0x01a1a79e83e26a9de566f65a1acdf02dec449d26,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,10,0,0.2,0.15,0.0,0.0024
58,0x01ad5b49849220e1e2ba7ed511e0f59efc47eb78,0.0,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.255,0.15,0.0,0.0015300000000000001
59,0x01b2f8877f3e8f366ef4d4f48230949123733897,0.0,0.0,0.1559,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.1559,0.15,0.0,0.0009354
60,0x01b7baa7baa864fef3cd1c7bc118cc97cedcb33f,0.0,0.0,0.0,0.0,2070.0,188.0,0.0080425440457249,0.0883227176220806,6.0,0.0,1040,0,0.0,0.0,0.65,1.0401759538421358
61,0x01bd8aac958c6e728557bcac756273ddd65bf19c,0.0,0.0,0.1559,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.1559,0.15,0.0,0.0009354
62,0x01c6248a9f95d59b4a30a2408f94d6e682094622,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0384615384615384,0.0,0.0,20,0,0.0,0.0,0.0,0.000769230769230768
63,0x01c9ea664b6d06bc4609cec8e75dd600221e1c36,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.1,0.15,0.0,0.0006
64,0x01d07347ef0ca54bbf85f03611c93897c8e9d652,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
65,0x01e1e503de638b9085d728b1d78357d7d2887290,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
66,0x01e6b50557ef1a2ca58a621998ace3f278e808b8,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
67,0x01eacadf51ff60916157e32a58f640fe854e530f,0.0,0.1,0.0,0.0,30.0,20.0,3.8954516374660296e-05,0.375,0.0,0.04,30,0,0.1,0.15,0.0,0.011873080550951987
68,0x01ebb058f926f9ecedc096fbb82e19305868b95f,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,10,0,1.0,0.15,0.0,0.006
69,0x01eeb3301dc4feb99eee0bf7d7fc9083da751bbf,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0384615384615384,0.0,0.0,20,0,0.0,0.0,0.0,0.000769230769230768
70,0x02007be784519bfe5cc3c4ed47dfd3fb323e8fb9,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0384615384615384,0.0,0.0,20,0,0.0,0.0,0.0,0.000769230769230768
71,0x02079daf95770a42f1c9da79a09428918b1bd489,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,1.0,0.15,0.0,0.006
72,0x020ca66c30bec2c4fe3861a94e4db4a498a35872,0.0,25.0,0.0,0.0,0.0,2.0,0.0001940197443417,0.0,0.0,0.04,10,0,25.0,0.15,0.0,0.15145514808256275
73,0x020eb226e93362d1304bc97a3dd07231b1cdf097,0.0,0.0,0.1559,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.1559,0.15,0.0,0.0009354
74,0x022d55f510d3a376653c5e9948bf72dd130349c8,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
75,0x022e73a40f6a719bdde859620c1191fa3554be1d,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.08,10,0,0.02,0.15,0.0,0.00024
76,0x022f2649879fa6bb67acec95378bd383f0983b61,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
77,0x0230c6dd5db1d3f871386a3ce1a5a836b2590044,0.0,0.0,0.0,0.0,0.0,30.0,0.0006674966410898,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
78,0x02347ae1abf2e0cd763a592842aa5d6548ca0b3d,0.0,0.20001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.20001,0.15,0.0,0.00120006
79,0x023df29a29797f379dc8d1046842a02a701855ca,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0384615384615384,0.0,0.0,20,0,0.0,0.0,0.0,0.000769230769230768
80,0x023f6a0a2311d3d7c94c67117d6be03100a56f08,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0526315789473684,0.0,0.0,20,0,0.0,0.0,0.0,0.001052631578947368
81,0x024d291757e06ddb4a456a8bdc0b2191fc0d6053,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0526315789473684,0.0,0.0,20,0,0.0,0.0,0.0,0.001052631578947368
82,0x024f36b02608a5129c61f8df54dc7286f9113dee,0.0,0.01,0.1559,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0,0,0.16590000000000002,0.15,0.0,0.0019908
83,0x0251a655c2193b1d1435019dc833cfd8b2adff71,0.0,0.15,0.01,0.0,0.0,42.0,0.0,0.0,0.0,0.12,10,0,0.16,0.15,0.0,0.0028799999999999997
84,0x025f34a94b7cb0e2749f190893f2c023ea2fc074,0.0,0.01,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.04,10,0,0.01,0.15,0.0,6e-05
85,0x0263d82a119a20f0a4992f11081b1b4746ca8c89,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
86,0x027cae2ed1a23350a751452e907b4120330f9762,0.0,0.0,0.0,0.0,0.0,37.0,0.0002109103299849,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
87,0x0283d0360cc60f45e050703233b361d3a6457b9f,0.0,0.0,0.0,0.0,0.0,35.0,5.211952141307373e-07,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
88,0x0287ab3366d0391225acb5daf790742bcc036f4e,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.1111111111111111,0.0,0.0,20,0,0.0,0.0,0.0,0.0022222222222222222
89,0x028f06badc36d099be3d6c17a64c65aa61351772,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
90,0x0291eb432cb4a2613a7415018933e3db45bcd769,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.06,0.15,0.0,0.00035999999999999997
91,0x0295cb6cd98aa3f2a8ae832a1b9c6f2b8a7160df,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
92,0x02970c31a80f7c4b022cd30c6f9e6c1c5b6e5ef4,0.0,0.0,0.0,0.0,10.0,18.0,0.0,0.0384615384615384,0.0,0.0,20,0,0.0,0.0,0.0,0.000769230769230768
93,0x029ee42d381c9809493f34095235843625e46676,0.0,0.04,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.04,10,0,0.04,0.15,0.0,0.00024
94,0x02a298c6b33b6505e15faacf4f52ffcf1c43d4b7,0.0,0.0,0.1559,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.1559,0.15,0.0,0.0009354
95,0x02a527084f5e73af7781846762c8753acd096461,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
96,0x02a6cb87a1f11406895ecf342c6c7d38cfef5cdf,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,10,0,1.0,0.15,0.0,0.006
97,0x02ac7b7229c309bcbd4bae60cdf347251c9cad6b,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.5,0.0,0.0,10,0,0.0,0.0,0.0,0.005
98,0x02b7bedd462ee4b2cad803f19ac706fc2c2783aa,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.3076923076923077,0.0,0.0,90,0,0.0,0.0,0.0,0.027692307692307693
99,0x02be804f3f2ce77bc981c544373d11a0668b6a31,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.15,0.15,0.0,0.0009
100,0x02c7dc6c1ec30aa6f198ab20187d003fc5dd80ae,0.0,0.0,0.1559,0.0,0.0,0.0,0.0,0.0,0.0,0.04,10,0,0.1559,0.15,0.0,0.0009354
101,0x02e06bec5942d168fba8149a692ac0a12e90b5a2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
102,0x02ef5b8ff910854cd67d1e37295c4a99f8b15d4a,0.0,0.0,0.0,0.0,10.0,8.0,3.8935212848211006e-05,0.0526315789473684,0.0,0.0,20,0,0.0,0.0,0.0,0.0010546808006762212
103,0x0305f6a87b47de3c43578caf01de98a81357eba6,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.05,0.15,0.0,0.0003
104,0x030cfc14748066e80811c7ea3dd0e2e18a56dc3f,0.0,0.0,0.0,0.0,0.0,17.0,3.810516121089168e-05,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
105,0x031b78a28c5fa25d518a8dd0d91f5cab66e83b00,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.2,0.15,0.0,0.0012
106,0x0320de3378dcde180758ad2d41c0e1c6dcbb441d,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
107,0x03369f6db2e2e77a2ef92b6295d6989cd68b8491,0.0,0.0,0.0,0.0,1050.0,0.0,0.0013281984408696,0.7720588235294118,0.0,0.0,140,0,0.0,0.0,0.0,0.11526636657381734
108,0x033813994ee06a6ddf7bdbebde4f0e2b372b2043,0.0,0.0,0.0,0.0,10.0,2.0,0.0001165546927007,0.0384615384615384,0.0,0.0,20,0,0.0,0.0,0.0,0.0007737136420269488
109,0x033883cb2f899c1b796203808e0a46edbb081d7d,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,1.02,0.15,0.0,0.0061200000000000004
110,0x033ca6cf43742dbbed745c634ad34796f1b8af77,0.0,0.0,0.0,0.0,0.0,8.0,0.0005313295655166,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
111,0x033f5309d68fdc671bb1ed9174e4e1a96d5b9cb3,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0526315789473684,0.0,0.0,20,0,0.0,0.0,0.0,0.001052631578947368
112,0x0342752d843f3e2972d99689fe1cb65530a723f2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,1.0,0.15,0.0,0.006
113,0x034b9bc5d82414d0c9c2e2b530cadd713df39815,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
114,0x035126a900014242ab58230528ae8f6484e03c28,0.0,0.0,0.0,0.0,0.0,8.0,0.0001329433866562,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
115,0x03530167d82136f1b571fc5632d6c86479803803,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2205882352941176,0.0,0.0,60,0,0.0,0.0,0.0,0.013235294117647057
116,0x03562178037ec16077f006a6faa63d42c3e0f3e1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
117,0x0356e97b39e5166ee35c4af8d71ec4464d587740,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0526315789473684,0.0,0.0,20,0,0.0,0.0,0.0,0.001052631578947368
118,0x036e3972f2b499699414fe9476d496ca2f8c824b,0.0,0.075,0.0,0.0,10.0,0.0,0.0,0.25,0.0,0.08,20,0,0.075,0.15,0.0,0.0059
119,0x037bcda961e94ff350e587ef342b15f6acaca9c0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0384615384615384,0.0,0.0,20,0,0.0,0.0,0.0,0.000769230769230768
120,0x0384a8772cec5af3e6b6004e5f1c82d021f1be77,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,10,0,1.0,0.15,0.0,0.006
121,0x038901c1968c9d34f2c840bd85aa30e1f29be820,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
122,0x0389836416d1d46724f0913eeee42622950b20c1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,10,0,1.0,0.15,0.0,0.006
123,0x038db6c62d0f072616e2b8db7d3d7cfc829f7f65,0.0,0.0,0.2659,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0,0,0.2659,0.15,0.0,0.0031908000000000006
124,0x0392c0d81934b52f64aa50c2cfbbcf28cd6141b2,0.0,0.0,0.0,0.0,0.0,13.0,3.881939168951529e-05,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
125,0x03942174b8e362d168e5c26d9b4339ab36d970b0,0.0,0.6,0.01,0.0,10550.0,0.0,0.0001164581750685,0.8192397207137315,5.0,0.24,1110,0,0.61,0.15,0.65,1.5905239492945895
126,0x039545a4ce4fbd6058761eae26bfca30f0a8abe0,0.0,0.0,0.0,0.0,10.0,5.0,3.8896605795312434e-05,0.0526315789473684,0.0,0.0,20,0,0.0,0.0,0.0,0.0010546787687260686
127,0x039cc99733cc677682519715839efb046f2b459b,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.1,0.15,0.0,0.0006
128,0x039d09db5f8f0e6066f681c0d73a1dbe1be899ae,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0384615384615384,0.0,0.0,20,0,0.0,0.0,0.0,0.000769230769230768
129,0x039ec1b97bedc88ee508620cb7013e7c2ee21f31,0.0,0.0,0.1559,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.1559,0.15,0.0,0.0009354
130,0x03a49b5cc9921a068bfe8605a73abcd24762fb0a,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.8571428571428571,0.0,0.0,30,0,0.0,0.0,0.0,0.02571428571428571
131,0x03a80ccbffe64035ebbcc9b89e2b4052d1761839,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.08,0.15,0.0,0.00048
132,0x03a82eae5f760275bd0491aacbfe3e56ad0e3e15,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0526315789473684,0.0,0.0,20,0,0.0,0.0,0.0,0.001052631578947368
133,0x03b0800d862a3ce40164c7159c7b54a276955039,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0384615384615384,0.0,0.0,20,0,0.0,0.0,0.0,0.000769230769230768
134,0x03b79c0c1487a68aeabd9aa4ce779dad77855f52,0.0,1.0,0.0,0.0,2010.0,126.0,0.0007521233010435,0.1235402581438229,0.0,0.04,1020,0,1.0,0.15,0.0,0.13697549314212423
135,0x03c19a8432904f450cc90ba1892329deb43c8077,0.0,0.0,0.0,0.0,0.0,187.0,0.0008506291965142,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
136,0x03c2f913cc7116f9f2b984db11761351dfe528c3,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.05,0.15,0.0,0.0003
137,0x03c322db3f0d92ccdf6f8b6effd4031c94bed1ab,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,10,0,1.0,0.15,0.0,0.006
138,0x03d15ec11110dda27df907e12e7ac996841d95e4,0.0,0.0,0.1559,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0.1559,0.15,0.0,0.0009354
139,0x03d1a11f5e98a02ecd31962dc787000451e0c1d2,0.0,0.001,0.0,0.0,0.0,29.0,0.0001717627783457,0.0,0.0,0.04,10,0,0.001,0.15,0.0,6.05152883350371e-06
140,0x03e9206f2a1234fefad2c0b07a86b1e0f5cb8d0d,0.0,0.0,0.0,0.0,1600.0,33.0,0.0007533008161569,0.1319043693322341,2.0,0.0,1010,0,0.0,0.0,0.65,0.8127235548388236
141,0x03f48fd514cf27adcfe88de81b8efab7b6a5a354,0.0,0.0,0.0,0.0,0.0,55.0,0.0001718399924515,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
142,0x03f9bb84628bd284686819a5ba7ab5c0193145e6,0.0,0.0,0.0,0.0,9.0,5.0,0.0003987722493893,0.036,0.0,0.0,20,0,0.0,0.0,0.0,0.0007343558009780147
143,0x03fad797b9c3ab7aa687d5e7b115c239ec75b0e9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,10,0,1.0,0.15,0.0,0.006
